Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 1569;São Paulo;9859;01;000253;08/02/2021;01/04/2024;566257,19; R$ 692.463,96 ; R$ 679.256,80 ; R$ 1.245.513,99 
CLIENTE 1570;São Paulo;9918;01;000031;27/01/2021;01/04/2022;2156156,65; R$ 129.500,74 ; R$ 125.395,87 ; R$ 2.281.552,52 
CLIENTE 1571;São Paulo;7639;01;000083;31/10/2018;01/03/2022;112801,76; R$ 1.957.243,02 ; R$ 1.713.761,93 ; R$ 1.826.563,69 
CLIENTE 1572;São Paulo;7639;01;000114;31/10/2018;01/03/2022;1760961,24; R$ 634.368,68 ; R$ 573.540,11 ; R$ 2.334.501,35 
CLIENTE 1573;São Paulo;7639;01;000061;31/10/2018;01/03/2022;2149597,67; R$ 1.496.931,25 ; R$ 1.361.819,75 ; R$ 3.511.417,42 
CLIENTE 1574;São Paulo;7639;01;000073;31/10/2018;01/03/2022;1502329,28; R$ 809.992,44 ; R$ 726.108,85 ; R$ 2.228.438,13 
CLIENTE 1575;São Paulo;7639;01;000074;31/10/2018;01/03/2022;1285428,15; R$ 1.016.424,56 ; R$ 914.813,12 ; R$ 2.200.241,27 
CLIENTE 1576;São Paulo;7639;01;000082;31/10/2018;01/03/2022;349570,71; R$ 2.813.059,15 ; R$ 2.460.746,35 ; R$ 2.810.317,06 
CLIENTE 1577;São Paulo;7639;01;000103;31/10/2018;01/03/2022;1962309,9; R$ 441.903,93 ; R$ 404.002,62 ; R$ 2.366.312,52 
CLIENTE 1578;São Paulo;7639;01;000154;31/10/2018;01/03/2022;953634,8; R$ 1.461.995,38 ; R$ 1.378.831,68 ; R$ 2.332.466,48 
CLIENTE 1579;São Paulo;7639;01;000172;31/10/2018;01/03/2022;1895813,73; R$ 1.908.934,85 ; R$ 1.714.289,61 ; R$ 3.610.103,34 
CLIENTE 1580;São Paulo;7639;01;000181;31/10/2018;01/03/2022;2858520,31; R$ 1.170.707,30 ; R$ 1.060.467,53 ; R$ 3.918.987,84 
CLIENTE 1581;São Paulo;7639;01;000184;31/10/2018;01/03/2022;2059358,42; R$ 484.563,02 ; R$ 434.689,19 ; R$ 2.494.047,61 
CLIENTE 1582;São Paulo;7639;01;000192;31/10/2018;01/03/2022;2267615,44; R$ 1.574.841,83 ; R$ 1.377.581,12 ; R$ 3.645.196,56 
CLIENTE 1583;São Paulo;7639;01;000211;31/10/2018;01/03/2022;3076537,24; R$ 924.440,62 ; R$ 816.348,50 ; R$ 3.892.885,74 
CLIENTE 1584;São Paulo;7639;01;000224;31/10/2018;01/03/2022;1908437,64; R$ 673.757,25 ; R$ 604.200,75 ; R$ 2.512.638,39 
CLIENTE 1585;São Paulo;7639;01;000241;31/10/2018;01/03/2022;3393286,2; R$ 802.614,23 ; R$ 725.042,19 ; R$ 4.118.328,39 
CLIENTE 1586;São Paulo;7639;01;000243;31/10/2018;01/03/2022;1441658,24; R$ 1.170.687,03 ; R$ 1.103.788,26 ; R$ 2.545.446,50 
CLIENTE 1587;São Paulo;7639;01;000254;31/10/2018;01/03/2022;2033127,48; R$ 638.314,34 ; R$ 567.611,65 ; R$ 2.600.739,13 
CLIENTE 1588;São Paulo;7639;01;000094;08/11/2018;01/03/2022;1854506,81; R$ 512.896,98 ; R$ 460.379,14 ; R$ 2.314.885,95 
CLIENTE 1589;São Paulo;7639;01;000141;08/11/2018;01/03/2022;2846825,92; R$ 973.877,13 ; R$ 863.149,22 ; R$ 3.709.975,14 
CLIENTE 1590;São Paulo;7639;01;000232;08/11/2018;01/03/2022;1048,29; R$ 3.711.613,71 ; R$ 3.276.542,19 ; R$ 3.277.590,48 
CLIENTE 1591;São Paulo;7639;01;000091;10/11/2018;01/03/2022;2496467,4; R$ 1.220.002,91 ; R$ 1.098.745,57 ; R$ 3.595.212,97 
CLIENTE 1592;São Paulo;7639;01;000171;10/11/2018;01/03/2022;2802772,96; R$ 1.194.498,15 ; R$ 1.088.212,80 ; R$ 3.890.985,76 
CLIENTE 1593;São Paulo;7639;01;000081;12/11/2018;01/03/2022;2896296,58; R$ 840.704,03 ; R$ 749.776,70 ; R$ 3.646.073,28 
CLIENTE 1594;São Paulo;7639;01;000084;12/11/2018;01/03/2022;1089322,9; R$ 1.158.518,30 ; R$ 1.026.547,99 ; R$ 2.115.870,89 
CLIENTE 1595;São Paulo;7639;01;000214;12/11/2018;01/03/2022;1475920,3; R$ 904.264,70 ; R$ 811.341,18 ; R$ 2.287.261,48 
CLIENTE 1596;São Paulo;7639;01;000144;13/11/2018;01/03/2022;763501,86; R$ 1.596.948,17 ; R$ 1.500.146,76 ; R$ 2.263.648,62 
CLIENTE 1597;São Paulo;7639;01;000183;13/11/2018;01/03/2022;1968165,72; R$ 532.530,85 ; R$ 478.086,62 ; R$ 2.446.252,34 
CLIENTE 1598;São Paulo;7639;01;000193;13/11/2018;01/03/2022;211201,48; R$ 1.909.336,41 ; R$ 1.674.141,42 ; R$ 1.885.342,90 
CLIENTE 1599;São Paulo;7639;01;000204;13/11/2018;01/03/2022;559529,53; R$ 1.678.263,01 ; R$ 1.478.684,41 ; R$ 2.038.213,94 
CLIENTE 1600;São Paulo;7639;01;000122;14/11/2018;01/03/2022;2845786,4; R$ 878.091,00 ; R$ 779.034,36 ; R$ 3.624.820,76 
CLIENTE 1601;São Paulo;7639;01;000042;16/11/2018;01/03/2022;2397548,33; R$ 1.101.204,19 ; R$ 1.022.950,97 ; R$ 3.420.499,30 
CLIENTE 1602;São Paulo;7639;01;000093;16/11/2018;01/03/2022;623462,62; R$ 1.512.295,35 ; R$ 1.377.317,82 ; R$ 2.000.780,44 
CLIENTE 1603;São Paulo;7639;01;000124;16/11/2018;01/03/2022;1355211,89; R$ 984.025,84 ; R$ 886.303,86 ; R$ 2.241.515,75 
CLIENTE 1604;São Paulo;7639;01;000161;16/11/2018;01/03/2022;2668922,85; R$ 1.220.003,57 ; R$ 1.080.433,59 ; R$ 3.749.356,44 
CLIENTE 1605;São Paulo;7639;01;000231;16/11/2018;01/03/2022;1245004,01; R$ 2.778.946,64 ; R$ 2.510.697,02 ; R$ 3.755.701,03 
CLIENTE 1606;São Paulo;7639;01;000234;16/11/2018;01/03/2022;310990,01; R$ 2.249.622,68 ; R$ 2.171.730,17 ; R$ 2.482.720,18 
CLIENTE 1607;São Paulo;7639;01;000054;17/11/2018;01/03/2022;1893122,92; R$ 464.107,49 ; R$ 417.190,71 ; R$ 2.310.313,63 
CLIENTE 1608;São Paulo;7639;01;000133;19/11/2018;01/03/2022;1895109,31; R$ 446.734,81 ; R$ 403.773,84 ; R$ 2.298.883,15 
CLIENTE 1609;São Paulo;7639;01;000072;21/11/2018;01/03/2022;3145450,87; R$ 541.346,38 ; R$ 480.148,05 ; R$ 3.625.598,92 
CLIENTE 1610;São Paulo;7639;01;000162;21/11/2018;01/03/2022;3156025,92; R$ 623.799,58 ; R$ 565.658,27 ; R$ 3.721.684,19 
CLIENTE 1611;São Paulo;7639;01;000092;22/11/2018;01/03/2022;2892430,32; R$ 782.609,92 ; R$ 702.598,54 ; R$ 3.595.028,86 
CLIENTE 1612;São Paulo;7639;01;000143;22/11/2018;01/03/2022;1925130,34; R$ 488.841,84 ; R$ 434.719,99 ; R$ 2.359.850,33 
CLIENTE 1613;São Paulo;7639;01;000194;22/11/2018;01/03/2022;2144359,18; R$ 428.236,22 ; R$ 386.458,92 ; R$ 2.530.818,10 
CLIENTE 1614;São Paulo;7639;01;000071;23/11/2018;01/03/2022;3087697,46; R$ 619.658,70 ; R$ 566.636,50 ; R$ 3.654.333,96 
CLIENTE 1615;São Paulo;7639;01;000113;23/11/2018;01/03/2022;946324,85; R$ 1.329.071,61 ; R$ 1.280.395,30 ; R$ 2.226.720,15 
CLIENTE 1616;São Paulo;7639;01;000151;23/11/2018;01/03/2022;705969,54; R$ 2.729.714,42 ; R$ 2.376.029,51 ; R$ 3.081.999,05 
CLIENTE 1617;São Paulo;7639;01;000153;23/11/2018;01/03/2022;1935052,7; R$ 509.415,33 ; R$ 457.836,33 ; R$ 2.392.889,03 
CLIENTE 1618;São Paulo;7639;01;000173;26/11/2018;01/03/2022;359765,55; R$ 1.862.319,75 ; R$ 1.650.890,48 ; R$ 2.010.656,03 
CLIENTE 1619;São Paulo;7639;01;000251;26/11/2018;01/03/2022;168863,87; R$ 3.492.679,42 ; R$ 3.072.687,18 ; R$ 3.241.551,05 
CLIENTE 1620;São Paulo;7639;01;000202;27/11/2018;01/03/2022;3175265,73; R$ 749.073,10 ; R$ 677.031,17 ; R$ 3.852.296,90 
CLIENTE 1621;São Paulo;7639;01;000201;30/11/2018;01/03/2022;445928,56; R$ 3.037.222,97 ; R$ 2.696.221,89 ; R$ 3.142.150,45 
CLIENTE 1622;São Paulo;7639;01;000152;30/11/2018;01/03/2022;1189,33; R$ 3.210.488,34 ; R$ 2.756.727,29 ; R$ 2.757.916,62 
CLIENTE 1623;São Paulo;7639;01;000242;30/11/2018;01/03/2022;3454537,35; R$ 786.342,16 ; R$ 715.184,68 ; R$ 4.169.722,03 
CLIENTE 1624;São Paulo;7639;01;000043;30/11/2018;01/03/2022;1520240,92; R$ 730.065,44 ; R$ 632.027,08 ; R$ 2.152.268,00 
CLIENTE 1625;São Paulo;7639;01;000064;30/11/2018;01/03/2022;1564790,91; R$ 677.027,64 ; R$ 596.174,47 ; R$ 2.160.965,38 
CLIENTE 1626;São Paulo;7639;01;000223;30/11/2018;01/03/2022;2109111,81; R$ 470.777,05 ; R$ 421.813,25 ; R$ 2.530.925,06 
CLIENTE 1627;São Paulo;7639;01;000132;10/12/2018;01/03/2022;1430123,5; R$ 2.106.395,54 ; R$ 1.924.663,92 ; R$ 3.354.787,42 
CLIENTE 1628;São Paulo;7639;01;000053;11/12/2018;01/03/2022;1850690,85; R$ 537.955,50 ; R$ 478.067,41 ; R$ 2.328.758,26 
CLIENTE 1629;São Paulo;7639;01;000222;15/12/2018;01/03/2022;3020318,47; R$ 1.113.113,35 ; R$ 953.338,27 ; R$ 3.973.656,74 
CLIENTE 1630;São Paulo;7639;01;000031;22/12/2018;01/03/2022;1695698,26; R$ 2.241.815,69 ; R$ 2.158.159,45 ; R$ 3.853.857,71 
CLIENTE 1631;São Paulo;7639;01;000253;24/01/2019;01/03/2022;1606119,6; R$ 1.089.368,16 ; R$ 987.036,18 ; R$ 2.593.155,78 
CLIENTE 1632;São Paulo;7639;01;000273;13/03/2019;01/03/2022;1938917,15; R$ 832.909,62 ; R$ 740.076,25 ; R$ 2.678.993,40 
CLIENTE 1633;São Paulo;7639;01;000033;30/04/2019;01/03/2022;1879911,01; R$ 482.530,77 ; R$ 442.850,72 ; R$ 2.322.761,73 
CLIENTE 1634;São Paulo;7639;01;000112;30/11/2018;01/03/2022;12303,15; R$ 3.358.824,58 ; R$ 2.907.906,74 ; R$ 2.920.209,89 
CLIENTE 1635;São Paulo;7639;01;000063;23/09/2020;01/03/2022;2113186,09; R$ 220.133,33 ; R$ 213.011,70 ; R$ 2.326.197,79 
CLIENTE 1636;São Paulo;7639;01;000191;23/11/2018;01/03/2022;774664,02; R$ 3.033.066,53 ; R$ 2.891.170,26 ; R$ 3.665.834,28 
CLIENTE 1637;São Paulo;7639;01;000261;08/11/2018;01/03/2022;962052,48; R$ 3.151.447,31 ; R$ 2.859.077,28 ; R$ 3.821.129,76 
CLIENTE 1638;São Paulo;7639;01;000271;14/11/2018;01/03/2022;974442,35; R$ 3.193.045,47 ; R$ 147.521,52 ; R$ 1.121.963,87 
CLIENTE 1639;São Paulo;7618;01;000091;26/05/2020;01/05/2023;1225148,74; R$ 583.801,08 ; R$ 529.232,35 ; R$ 1.754.381,09 
CLIENTE 1640;São Paulo;7618;01;000095;20/04/2021;01/05/2023;722031,89; R$ 173.552,60 ; R$ 173.552,60 ; R$ 895.584,49 
CLIENTE 1641;São Paulo;7618;01;000096;24/03/2020;01/05/2023;597581,56; R$ 226.382,19 ; R$ 211.425,81 ; R$ 809.007,37 
CLIENTE 1642;São Paulo;7618;01;000097;29/02/2020;01/05/2023;890871,11; R$ 481.162,96 ; R$ 446.850,27 ; R$ 1.337.721,38 
CLIENTE 1643;São Paulo;7618;01;000102;29/02/2020;01/05/2023;1337198,72; R$ 398.165,05 ; R$ 373.587,51 ; R$ 1.710.786,23 
CLIENTE 1644;São Paulo;7618;01;000103;25/06/2020;01/05/2023;314772,19; R$ 461.874,25 ; R$ 423.496,37 ; R$ 738.268,56 
CLIENTE 1645;São Paulo;7618;01;000111;10/03/2020;01/05/2023;1061901,26; R$ 697.282,42 ; R$ 657.129,82 ; R$ 1.719.031,08 
CLIENTE 1646;São Paulo;7618;01;000113;10/03/2020;01/05/2023;472010,76; R$ 319.978,09 ; R$ 292.598,90 ; R$ 764.609,66 
CLIENTE 1647;São Paulo;7618;01;000116;10/03/2020;01/05/2023;747869,87; R$ 105.524,78 ; R$ 100.563,64 ; R$ 848.433,51 
CLIENTE 1648;São Paulo;7618;01;000117;29/02/2020;01/05/2023;735257,92; R$ 617.689,08 ; R$ 570.497,76 ; R$ 1.305.755,68 
CLIENTE 1649;São Paulo;7618;01;000118;14/05/2020;01/05/2023;1259801,16; R$ 162.095,79 ; R$ 152.360,16 ; R$ 1.412.161,32 
CLIENTE 1650;São Paulo;7618;01;000122;14/07/2020;01/05/2023;1607706,77; R$ 111.405,93 ; R$ 104.678,54 ; R$ 1.712.385,31 
CLIENTE 1651;São Paulo;7618;01;000127;29/02/2020;01/05/2023;1131392,2; R$ 223.655,11 ; R$ 206.759,14 ; R$ 1.338.151,34 
CLIENTE 1652;São Paulo;7618;01;000128;10/03/2020;01/05/2023;667210,45; R$ 642.298,51 ; R$ 577.219,93 ; R$ 1.244.430,38 
CLIENTE 1653;São Paulo;7618;01;000131;29/02/2020;01/05/2023;911468,55; R$ 861.067,87 ; R$ 818.908,05 ; R$ 1.730.376,60 
CLIENTE 1654;São Paulo;7618;01;000133;15/09/2020;01/05/2023;489618,24; R$ 303.695,85 ; R$ 280.395,19 ; R$ 770.013,43 
CLIENTE 1655;São Paulo;7618;01;000134;30/03/2020;01/05/2023;457669; R$ 356.336,52 ; R$ 328.559,93 ; R$ 786.228,93 
CLIENTE 1656;São Paulo;7618;01;000136;29/02/2020;01/05/2023;569927,35; R$ 268.588,25 ; R$ 242.176,05 ; R$ 812.103,40 
CLIENTE 1657;São Paulo;7618;01;000137;12/03/2020;01/05/2023;611227,77; R$ 703.126,29 ; R$ 633.504,69 ; R$ 1.244.732,46 
CLIENTE 1658;São Paulo;7618;01;000138;29/02/2020;01/05/2023;1271321,53; R$ 146.012,28 ; R$ 135.743,22 ; R$ 1.407.064,75 
CLIENTE 1659;São Paulo;7618;01;000141;24/03/2020;01/05/2023;1056274,94; R$ 689.125,74 ; R$ 625.822,28 ; R$ 1.682.097,22 
CLIENTE 1660;São Paulo;7618;01;000142;14/08/2020;01/05/2023;1610981,79; R$ 195.728,69 ; R$ 183.422,51 ; R$ 1.794.404,30 
CLIENTE 1661;São Paulo;7618;01;000143;31/05/2020;01/05/2023;132417,66; R$ 630.172,96 ; R$ 574.889,30 ; R$ 707.306,96 
CLIENTE 1662;São Paulo;7618;01;000144;10/03/2020;01/05/2023;365148,02; R$ 435.812,82 ; R$ 391.680,99 ; R$ 756.829,01 
CLIENTE 1663;São Paulo;7618;01;000145;24/03/2020;01/05/2023;253481,54; R$ 553.658,71 ; R$ 519.330,14 ; R$ 772.811,68 
CLIENTE 1664;São Paulo;7618;01;000146;30/03/2020;01/05/2023;619173,35; R$ 228.903,43 ; R$ 212.575,47 ; R$ 831.748,82 
CLIENTE 1665;São Paulo;7618;01;000148;18/03/2020;01/05/2023;1293520,78; R$ 176.158,48 ; R$ 163.750,17 ; R$ 1.457.270,95 
CLIENTE 1666;São Paulo;7618;01;000152;31/08/2020;01/05/2023;1530229,55; R$ 286.744,82 ; R$ 271.187,67 ; R$ 1.801.417,22 
CLIENTE 1667;São Paulo;7618;01;000153;31/08/2020;01/05/2023;437900,8; R$ 358.330,75 ; R$ 343.770,28 ; R$ 781.671,08 
CLIENTE 1668;São Paulo;7618;01;000155;10/03/2020;01/05/2023;538956,55; R$ 291.008,86 ; R$ 265.697,68 ; R$ 804.654,23 
CLIENTE 1669;São Paulo;7618;01;000156;31/08/2020;01/05/2023;437920,23; R$ 358.330,75 ; R$ 343.770,28 ; R$ 781.690,51 
CLIENTE 1670;São Paulo;7618;01;000157;25/03/2020;01/05/2023;1077638,55; R$ 286.877,11 ; R$ 264.447,36 ; R$ 1.342.085,91 
CLIENTE 1671;São Paulo;7618;01;000158;29/02/2020;01/05/2023;713653,77; R$ 670.248,71 ; R$ 613.477,95 ; R$ 1.327.131,72 
CLIENTE 1672;São Paulo;7618;01;000161;29/02/2020;01/05/2023;1153877,68; R$ 604.162,29 ; R$ 558.664,93 ; R$ 1.712.542,61 
CLIENTE 1673;São Paulo;7618;01;000162;25/08/2020;01/05/2023;35261,12; R$ 1.523.186,19 ; R$ 1.427.072,95 ; R$ 1.462.334,07 
CLIENTE 1674;São Paulo;7618;01;000163;31/08/2020;01/05/2023;732667,5; R$ 129.684,12 ; R$ 120.192,18 ; R$ 852.859,68 
CLIENTE 1675;São Paulo;7618;01;000166;31/08/2020;01/05/2023;383976,67; R$ 438.289,60 ; R$ 424.758,13 ; R$ 808.734,80 
CLIENTE 1676;São Paulo;7618;01;000171;30/06/2020;01/05/2023;70799,03; R$ 1.645.511,50 ; R$ 1.540.188,29 ; R$ 1.610.987,32 
CLIENTE 1677;São Paulo;7618;01;000172;31/07/2020;01/05/2023;1122437,81; R$ 613.288,89 ; R$ 564.507,07 ; R$ 1.686.944,88 
CLIENTE 1678;São Paulo;7618;01;000173;13/03/2020;01/05/2023;782220,57; R$ 93.487,34 ; R$ 86.917,48 ; R$ 869.138,05 
CLIENTE 1679;São Paulo;7618;01;000175;29/05/2020;01/05/2023;693824,51; R$ 202.343,17 ; R$ 189.204,58 ; R$ 883.029,09 
CLIENTE 1680;São Paulo;7618;01;000177;12/03/2020;01/05/2023;1306103,59; R$ 142.815,54 ; R$ 132.311,13 ; R$ 1.438.414,72 
CLIENTE 1681;São Paulo;7618;01;000181;22/07/2020;01/05/2023;1037413,36; R$ 817.291,71 ; R$ 766.863,23 ; R$ 1.804.276,59 
CLIENTE 1682;São Paulo;7618;01;000182;29/02/2020;01/05/2023;1052048,64; R$ 681.205,28 ; R$ 627.612,21 ; R$ 1.679.660,85 
CLIENTE 1683;São Paulo;7618;01;000183;25/02/2021;01/05/2023;343641,3; R$ 472.603,15 ; R$ 459.745,00 ; R$ 803.386,30 
CLIENTE 1684;São Paulo;7618;01;000185;31/08/2020;01/05/2023;815770,97; R$ 62.980,37 ; R$ 59.464,41 ; R$ 875.235,38 
CLIENTE 1685;São Paulo;7618;01;000188;10/03/2020;01/05/2023;1134666; R$ 347.286,36 ; R$ 321.646,20 ; R$ 1.456.312,20 
CLIENTE 1686;São Paulo;7618;01;000194;16/06/2020;01/05/2023;804330,65; R$ 128.881,57 ; R$ 122.488,94 ; R$ 926.819,59 
CLIENTE 1687;São Paulo;7618;01;000195;10/03/2020;01/05/2023;419202,24; R$ 421.428,47 ; R$ 387.095,04 ; R$ 806.297,28 
CLIENTE 1688;São Paulo;7618;01;000196;14/09/2020;01/05/2023;685519,99; R$ 155.896,43 ; R$ 144.827,92 ; R$ 830.347,91 
CLIENTE 1689;São Paulo;7618;01;000203;29/04/2021;01/05/2023;619056,98; R$ 224.627,80 ; R$ 224.627,80 ; R$ 843.684,78 
CLIENTE 1690;São Paulo;7618;01;000204;24/06/2020;01/05/2023;201116,98; R$ 644.328,53 ; R$ 610.061,96 ; R$ 811.178,94 
CLIENTE 1691;São Paulo;7618;01;000207;29/02/2020;01/05/2023;939886,12; R$ 479.718,79 ; R$ 445.559,17 ; R$ 1.385.445,29 
CLIENTE 1692;São Paulo;7618;01;000208;29/02/2020;01/05/2023;270338,73; R$ 1.131.893,66 ; R$ 147.521,52 ; R$ 417.860,25 
CLIENTE 1693;São Paulo;7618;01;000212;31/07/2020;01/05/2023;1661566,24; R$ 161.730,35 ; R$ 154.469,01 ; R$ 1.816.035,25 
CLIENTE 1694;São Paulo;7618;01;000213;23/03/2020;01/05/2023;749851,87; R$ 145.000,51 ; R$ 132.995,75 ; R$ 882.847,62 
CLIENTE 1695;São Paulo;7618;01;000214;12/03/2020;01/05/2023;796073,2; R$ 130.458,87 ; R$ 120.432,05 ; R$ 916.505,25 
CLIENTE 1696;São Paulo;7618;01;000215;12/03/2020;01/05/2023;796073,2; R$ 130.458,40 ; R$ 120.431,26 ; R$ 916.504,46 
CLIENTE 1697;São Paulo;7618;01;000218;10/03/2020;01/05/2023;841052,24; R$ 632.659,64 ; R$ 588.638,79 ; R$ 1.429.691,03 
CLIENTE 1698;São Paulo;7618;01;000221;29/02/2020;01/05/2023;1583267,33; R$ 335.430,91 ; R$ 311.446,16 ; R$ 1.894.713,49 
CLIENTE 1699;São Paulo;7618;01;000222;30/06/2020;01/05/2023;1289608,25; R$ 516.563,90 ; R$ 474.139,31 ; R$ 1.763.747,56 
CLIENTE 1700;São Paulo;7618;01;000223;24/03/2020;01/05/2023;518283,45; R$ 337.346,27 ; R$ 317.681,14 ; R$ 835.964,59 
CLIENTE 1701;São Paulo;7618;01;000227;22/07/2020;01/05/2023;402268,3; R$ 977.406,10 ; R$ 903.074,58 ; R$ 1.305.342,88 
CLIENTE 1702;São Paulo;7618;01;000235;18/03/2020;01/05/2023;445816,17; R$ 424.581,58 ; R$ 389.620,19 ; R$ 835.436,36 
CLIENTE 1703;São Paulo;7618;01;000237;29/02/2020;01/05/2023;1169293,99; R$ 322.611,18 ; R$ 291.851,22 ; R$ 1.461.145,21 
CLIENTE 1704;São Paulo;7618;01;000238;11/03/2020;01/05/2023;633225,38; R$ 809.181,86 ; R$ 731.446,08 ; R$ 1.364.671,46 
CLIENTE 1705;São Paulo;7618;01;000245;30/06/2020;01/05/2023;864398,13; R$ 99.217,28 ; R$ 94.067,54 ; R$ 958.465,67 
CLIENTE 1706;São Paulo;7618;01;000251;31/07/2020;01/05/2023;1470772,55; R$ 465.385,05 ; R$ 435.902,30 ; R$ 1.906.674,85 
CLIENTE 1707;São Paulo;7618;01;000254;10/03/2020;01/05/2023;793611,38; R$ 140.464,08 ; R$ 134.150,10 ; R$ 927.761,48 
CLIENTE 1708;São Paulo;7618;01;000258;29/02/2020;01/05/2023;841587,59; R$ 647.325,63 ; R$ 584.370,65 ; R$ 1.425.958,24 
CLIENTE 1709;São Paulo;7910;01;000105;31/03/2018;01/07/2021;344946,52; R$ 237.509,88 ; R$ 209.960,74 ; R$ 554.907,26 
CLIENTE 1710;São Paulo;7910;01;000106;31/03/2018;01/07/2021;344946,52; R$ 237.509,88 ; R$ 209.960,74 ; R$ 554.907,26 
CLIENTE 1711;São Paulo;7910;01;000107;31/03/2018;01/07/2021;379683,28; R$ 261.428,61 ; R$ 231.105,13 ; R$ 610.788,41 
CLIENTE 1712;São Paulo;7910;01;000108;31/03/2018;01/07/2021;295506,76; R$ 203.469,33 ; R$ 179.868,61 ; R$ 475.375,37 
CLIENTE 1713;São Paulo;7910;01;000109;31/03/2018;01/07/2021;292759,7; R$ 201.576,66 ; R$ 178.192,33 ; R$ 470.952,03 
CLIENTE 1714;São Paulo;7910;01;000110;31/03/2018;01/07/2021;360295,33; R$ 248.079,11 ; R$ 219.304,05 ; R$ 579.599,38 
CLIENTE 1715;São Paulo;7910;01;000115;31/03/2018;01/07/2021;344946,52; R$ 237.509,94 ; R$ 209.960,79 ; R$ 554.907,31 
CLIENTE 1716;São Paulo;7910;01;000116;31/03/2018;01/07/2021;344946,52; R$ 237.509,94 ; R$ 209.960,79 ; R$ 554.907,31 
CLIENTE 1717;São Paulo;7910;01;000117;31/03/2018;01/07/2021;379683,28; R$ 261.428,66 ; R$ 231.105,17 ; R$ 610.788,45 
CLIENTE 1718;São Paulo;7910;01;000118;31/03/2018;01/07/2021;295506,76; R$ 203.469,34 ; R$ 179.868,63 ; R$ 475.375,39 
CLIENTE 1719;São Paulo;7910;01;000119;31/03/2018;01/07/2021;292759,7; R$ 201.577,31 ; R$ 178.196,05 ; R$ 470.955,75 
CLIENTE 1720;São Paulo;7910;01;000120;31/03/2018;01/07/2021;360295,33; R$ 248.079,09 ; R$ 219.304,04 ; R$ 579.599,37 
CLIENTE 1721;São Paulo;7910;01;000220;31/03/2018;01/07/2021;430015,98; R$ 187.550,24 ; R$ 165.031,70 ; R$ 595.047,68 
CLIENTE 1722;São Paulo;7910;01;000503;31/03/2018;01/07/2021;171157; R$ 344.876,74 ; R$ 315.252,09 ; R$ 486.409,09 
CLIENTE 1723;São Paulo;7910;01;000504;31/03/2018;01/07/2021;414050,51; R$ 252.508,26 ; R$ 218.441,61 ; R$ 632.492,12 
CLIENTE 1724;São Paulo;7910;01;000816;31/03/2018;01/07/2021;422208,37; R$ 187.823,88 ; R$ 165.144,65 ; R$ 587.353,02 
CLIENTE 1725;São Paulo;7910;01;000818;31/03/2018;01/07/2021;190421,62; R$ 320.790,43 ; R$ 280.974,60 ; R$ 471.396,22 
CLIENTE 1726;São Paulo;7910;01;000216;05/04/2018;01/07/2021;409655,98; R$ 182.399,59 ; R$ 160.229,15 ; R$ 569.885,13 
CLIENTE 1727;São Paulo;7910;01;000218;05/04/2018;01/07/2021;357655,22; R$ 151.752,98 ; R$ 134.771,30 ; R$ 492.426,52 
CLIENTE 1728;São Paulo;7910;01;000414;05/04/2018;01/07/2021;455462,75; R$ 202.462,80 ; R$ 178.585,03 ; R$ 634.047,78 
CLIENTE 1729;São Paulo;7910;01;000615;05/04/2018;01/07/2021;3720,04; R$ 572.691,15 ; R$ 509.249,40 ; R$ 512.969,44 
CLIENTE 1730;São Paulo;7910;01;000616;05/04/2018;01/07/2021;3720,04; R$ 572.696,66 ; R$ 509.254,36 ; R$ 512.974,40 
CLIENTE 1731;São Paulo;7910;01;000815;05/04/2018;01/07/2021;422208,37; R$ 187.212,43 ; R$ 165.145,76 ; R$ 587.354,13 
CLIENTE 1732;São Paulo;7910;01;000405;06/04/2018;01/07/2021;413793,97; R$ 183.811,10 ; R$ 162.105,95 ; R$ 575.899,92 
CLIENTE 1733;São Paulo;7910;01;000413;06/04/2018;01/07/2021;354486,73; R$ 157.575,76 ; R$ 138.991,82 ; R$ 493.478,55 
CLIENTE 1734;São Paulo;7910;01;000711;06/04/2018;01/07/2021;442692,74; R$ 208.964,63 ; R$ 186.164,81 ; R$ 628.857,55 
CLIENTE 1735;São Paulo;7910;01;000718;06/04/2018;01/07/2021;359804,01; R$ 160.000,70 ; R$ 140.915,49 ; R$ 500.719,50 
CLIENTE 1736;São Paulo;7910;01;000719;06/04/2018;01/07/2021;356459,71; R$ 158.514,15 ; R$ 139.607,91 ; R$ 496.067,62 
CLIENTE 1737;São Paulo;7910;01;000217;12/04/2018;01/07/2021;400660,71; R$ 247.796,79 ; R$ 221.217,00 ; R$ 621.877,71 
CLIENTE 1738;São Paulo;7910;01;000607;12/04/2018;01/07/2021;459605,04; R$ 225.831,93 ; R$ 198.180,95 ; R$ 657.785,99 
CLIENTE 1739;São Paulo;7910;01;000210;13/04/2018;01/07/2021;438416,81; R$ 197.938,30 ; R$ 176.397,84 ; R$ 614.814,65 
CLIENTE 1740;São Paulo;7910;01;000318;13/04/2018;01/07/2021;362954,57; R$ 166.132,33 ; R$ 151.429,36 ; R$ 514.383,93 
CLIENTE 1741;São Paulo;7910;01;000319;13/04/2018;01/07/2021;347704,99; R$ 156.303,52 ; R$ 131.774,47 ; R$ 479.479,46 
