Cliente;Regional;Obra;Bloco;Unidade;Dt Venda;Dt Chaves; Saldo Devedor ; Valor Pago Atualizado ; Valor Pago ;VGV
CLIENTE 179;São Paulo;7761;01;000153;25/03/2019;01/06/2022;484485,93; R$ 207.738,22 ; R$ 185.836,92 ; R$ 670.322,85 
CLIENTE 180;São Paulo;7869;01;000032;26/03/2019;01/01/2022;534894,61; R$ 1.479.589,14 ; R$ 1.361.719,48 ; R$ 1.896.614,09 
CLIENTE 181;São Paulo;7761;01;000092;26/03/2019;01/06/2022;1108529,59; R$ 299.569,83 ; R$ 271.443,21 ; R$ 1.379.972,80 
CLIENTE 182;São Paulo;7761;01;000136;27/03/2019;01/06/2022;459317,42; R$ 231.365,93 ; R$ 211.943,00 ; R$ 671.260,42 
CLIENTE 183;São Paulo;7761;01;000193;28/03/2019;01/06/2022;605081,63; R$ 134.321,27 ; R$ 122.558,81 ; R$ 727.640,44 
CLIENTE 184;São Paulo;7761;01;000177;30/03/2019;01/06/2022;1009880,24; R$ 199.086,82 ; R$ 183.192,98 ; R$ 1.193.073,22 
CLIENTE 185;São Paulo;7761;01;000237;30/03/2019;01/06/2022;994097,17; R$ 268.711,53 ; R$ 243.816,23 ; R$ 1.237.913,40 
CLIENTE 186;São Paulo;7761;01;000101;31/03/2019;01/06/2022;605118,09; R$ 714.898,30 ; R$ 619.951,92 ; R$ 1.225.070,01 
CLIENTE 187;São Paulo;7761;01;000118;31/03/2019;01/06/2022;906107,36; R$ 238.840,50 ; R$ 218.681,03 ; R$ 1.124.788,39 
CLIENTE 188;São Paulo;7761;01;000151;31/03/2019;01/06/2022;944612,17; R$ 458.077,44 ; R$ 409.064,66 ; R$ 1.353.676,83 
CLIENTE 189;São Paulo;7761;01;000176;31/03/2019;01/06/2022;99987,15; R$ 535.227,78 ; R$ 477.842,19 ; R$ 577.829,34 
CLIENTE 190;São Paulo;7761;01;000187;31/03/2019;01/06/2022;782921,09; R$ 359.873,22 ; R$ 318.361,14 ; R$ 1.101.282,23 
CLIENTE 191;São Paulo;7761;01;000203;31/03/2019;01/06/2022;522022,95; R$ 191.984,74 ; R$ 175.125,55 ; R$ 697.148,50 
CLIENTE 192;São Paulo;7761;01;000215;31/03/2019;01/06/2022;476203,34; R$ 244.309,78 ; R$ 218.778,04 ; R$ 694.981,38 
CLIENTE 193;São Paulo;7761;01;000233;31/03/2019;01/06/2022;297075,96; R$ 392.729,88 ; R$ 342.360,25 ; R$ 639.436,21 
CLIENTE 194;São Paulo;7761;01;000236;31/03/2019;01/06/2022;552089,96; R$ 211.208,55 ; R$ 196.920,38 ; R$ 749.010,34 
CLIENTE 195;São Paulo;7761;01;000213;08/04/2019;01/06/2022;85257,79; R$ 552.714,69 ; R$ 487.074,37 ; R$ 572.332,16 
CLIENTE 196;São Paulo;7761;01;000207;15/04/2019;01/06/2022;270293,44; R$ 813.282,53 ; R$ 718.419,03 ; R$ 988.712,47 
CLIENTE 197;São Paulo;7761;01;000223;16/04/2019;01/06/2022;161941,68; R$ 529.176,89 ; R$ 474.358,87 ; R$ 636.300,55 
CLIENTE 198;São Paulo;7761;01;000171;30/04/2019;01/06/2022;1253252,7; R$ 244.238,96 ; R$ 226.696,03 ; R$ 1.479.948,73 
CLIENTE 199;São Paulo;7912;01;000192;30/04/2019;01/07/2022;1474132,39; R$ 308.209,74 ; R$ 275.991,10 ; R$ 1.750.123,49 
CLIENTE 200;São Paulo;7912;01;000203;30/04/2019;01/07/2022;2377064,56; R$ 725.397,98 ; R$ 654.889,63 ; R$ 3.031.954,19 
CLIENTE 201;São Paulo;7761;01;000227;08/05/2019;01/06/2022;865418,99; R$ 399.358,94 ; R$ 362.503,47 ; R$ 1.227.922,46 
CLIENTE 202;São Paulo;7912;01;000173;08/05/2019;01/07/2022;1383284,18; R$ 300.309,84 ; R$ 272.606,44 ; R$ 1.655.890,62 
CLIENTE 203;São Paulo;7912;01;000182;08/05/2019;01/07/2022;1324930,55; R$ 365.555,19 ; R$ 328.093,87 ; R$ 1.653.024,42 
CLIENTE 204;São Paulo;7912;01;000161;14/05/2019;01/07/2022;908932,89; R$ 769.152,16 ; R$ 741.494,49 ; R$ 1.650.427,38 
CLIENTE 205;São Paulo;7912;01;000041;31/05/2019;01/07/2022;1377643,35; R$ 217.020,04 ; R$ 196.766,74 ; R$ 1.574.410,09 
CLIENTE 206;São Paulo;7470;01;000034;17/03/2021;01/06/2023;2121654,22; R$ 67.328,83 ; R$ 147.521,52 ; R$ 2.269.175,74 
CLIENTE 207;São Paulo;7470;01;000043;17/12/2020;01/06/2023;1761775,62; R$ 243.341,12 ; R$ 234.362,54 ; R$ 1.996.138,16 
CLIENTE 208;São Paulo;7470;01;000051;29/09/2020;01/06/2023;1587251,56; R$ 550.131,84 ; R$ 509.567,25 ; R$ 2.096.818,81 
CLIENTE 209;São Paulo;7470;01;000054;28/09/2020;01/06/2023;1989920,05; R$ 170.396,25 ; R$ 162.733,90 ; R$ 2.152.653,95 
CLIENTE 210;São Paulo;7470;01;000071;27/12/2019;01/06/2023;1894940,91; R$ 310.380,45 ; R$ 288.393,72 ; R$ 2.183.334,63 
CLIENTE 211;São Paulo;7470;01;000103;30/09/2020;01/06/2023;289294,46; R$ 1.534.740,69 ; R$ 1.461.064,19 ; R$ 1.750.358,65 
CLIENTE 212;São Paulo;7470;01;000123;31/03/2021;01/06/2023;306142,02; R$ 1.564.413,69 ; R$ 1.564.413,69 ; R$ 1.870.555,71 
CLIENTE 213;São Paulo;7470;01;000124;14/08/2020;01/06/2023;1280394,86; R$ 925.273,28 ; R$ 850.062,23 ; R$ 2.130.457,09 
CLIENTE 214;São Paulo;7470;01;000151;30/12/2019;01/06/2023;1818210,12; R$ 551.871,95 ; R$ 507.628,87 ; R$ 2.325.838,99 
CLIENTE 215;São Paulo;7470;01;000154;31/12/2019;01/06/2023;2057314,27; R$ 334.358,91 ; R$ 308.324,93 ; R$ 2.365.639,20 
CLIENTE 216;São Paulo;7470;01;000224;16/07/2020;01/06/2023;1985320,54; R$ 330.631,96 ; R$ 300.000,00 ; R$ 2.285.320,54 
CLIENTE 217;São Paulo;7470;01;000252;30/09/2020;01/06/2023;1833638,89; R$ 493.393,53 ; R$ 461.736,26 ; R$ 2.295.375,15 
CLIENTE 218;São Paulo;7470;01;000273;31/10/2020;01/06/2023;3032688,81; R$ 888.484,74 ; R$ 858.037,14 ; R$ 3.890.725,95 
CLIENTE 219;São Paulo;7912;01;000121;24/06/2019;01/07/2022;1387210,69; R$ 266.711,11 ; R$ 243.499,80 ; R$ 1.630.710,49 
CLIENTE 220;São Paulo;7912;01;000124;25/06/2019;01/07/2022;1064096,38; R$ 491.463,21 ; R$ 442.381,10 ; R$ 1.506.477,48 
CLIENTE 221;São Paulo;7912;01;000202;30/06/2019;01/07/2022;2412554,81; R$ 659.088,39 ; R$ 603.464,14 ; R$ 3.016.018,95 
CLIENTE 222;São Paulo;7912;01;000204;30/06/2019;01/07/2022;270773,41; R$ 2.556.110,81 ; R$ 2.397.133,49 ; R$ 2.667.906,90 
CLIENTE 223;São Paulo;7912;01;000084;10/07/2019;01/07/2022;1005471,04; R$ 529.946,31 ; R$ 505.240,41 ; R$ 1.510.711,45 
CLIENTE 224;São Paulo;7912;01;000191;15/07/2019;01/07/2022;643841,84; R$ 1.015.625,14 ; R$ 930.601,29 ; R$ 1.574.443,13 
CLIENTE 225;São Paulo;9918;01;000042;19/07/2019;01/04/2022;1663121,01; R$ 697.827,50 ; R$ 627.959,85 ; R$ 2.291.080,86 
CLIENTE 226;São Paulo;9918;01;000062;19/07/2019;01/04/2022;440516,21; R$ 1.744.198,13 ; R$ 1.567.335,87 ; R$ 2.007.852,08 
CLIENTE 227;São Paulo;9918;01;000124;23/07/2019;01/04/2022;1943985,39; R$ 445.149,04 ; R$ 405.220,98 ; R$ 2.349.206,37 
CLIENTE 228;São Paulo;9918;01;000093;29/07/2019;01/04/2022;1874282,82; R$ 538.825,00 ; R$ 483.210,35 ; R$ 2.357.493,17 
CLIENTE 229;São Paulo;9918;01;000101;30/07/2019;01/04/2022;1896737,37; R$ 617.538,60 ; R$ 559.212,65 ; R$ 2.455.950,02 
CLIENTE 230;São Paulo;7912;01;000162;31/07/2019;01/07/2022;1359283,95; R$ 342.212,98 ; R$ 314.489,32 ; R$ 1.673.773,27 
CLIENTE 231;São Paulo;9918;01;000123;31/07/2019;01/04/2022;2198267,77; R$ 306.149,32 ; R$ 277.179,71 ; R$ 2.475.447,48 
CLIENTE 232;São Paulo;7869;01;000221;31/07/2019;01/01/2022;1898009,07; R$ 550.469,37 ; R$ 498.533,94 ; R$ 2.396.543,01 
CLIENTE 233;São Paulo;9918;01;000053;31/07/2019;01/04/2022;871085,31; R$ 1.278.538,87 ; R$ 1.137.444,34 ; R$ 2.008.529,65 
CLIENTE 234;São Paulo;9918;01;000084;13/08/2019;01/04/2022;344802,55; R$ 1.757.224,11 ; R$ 1.588.895,06 ; R$ 1.933.697,61 
CLIENTE 235;São Paulo;9918;01;000094;13/08/2019;01/04/2022;1816937,84; R$ 489.432,43 ; R$ 438.786,64 ; R$ 2.255.724,48 
CLIENTE 236;São Paulo;9918;01;000112;20/08/2019;01/04/2022;2026783,37; R$ 528.063,06 ; R$ 480.404,62 ; R$ 2.507.187,99 
CLIENTE 237;São Paulo;9918;01;000022;27/08/2019;01/04/2022;1938378,38; R$ 494.423,59 ; R$ 451.901,73 ; R$ 2.390.280,11 
CLIENTE 238;São Paulo;9918;01;000073;30/08/2019;01/04/2022;1895850,39; R$ 497.354,96 ; R$ 452.453,09 ; R$ 2.348.303,48 
CLIENTE 239;São Paulo;7612;01;000021;30/11/2020;01/11/2022;1224143,56; R$ 674.129,64 ; R$ 655.929,38 ; R$ 1.880.072,94 
CLIENTE 240;São Paulo;7612;01;000023;13/11/2020;01/11/2022;1286998,56; R$ 101.637,58 ; R$ 99.292,83 ; R$ 1.386.291,39 
CLIENTE 241;São Paulo;7612;01;000032;09/12/2020;01/11/2022;1014636,87; R$ 864.414,16 ; R$ 828.543,62 ; R$ 1.843.180,49 
CLIENTE 242;São Paulo;7612;01;000043;30/06/2020;01/11/2022;888027,55; R$ 496.558,15 ; R$ 475.501,46 ; R$ 1.363.529,01 
CLIENTE 243;São Paulo;7612;01;000053;30/09/2019;01/11/2022;1022366,05; R$ 333.101,01 ; R$ 306.573,02 ; R$ 1.328.939,07 
CLIENTE 244;São Paulo;7612;01;000081;30/09/2019;01/11/2022;1428541,43; R$ 623.920,93 ; R$ 568.021,34 ; R$ 1.996.562,77 
CLIENTE 245;São Paulo;7612;01;000082;18/02/2020;01/11/2022;1649009,14; R$ 367.114,62 ; R$ 349.937,29 ; R$ 1.998.946,43 
CLIENTE 246;São Paulo;7612;01;000084;11/10/2019;01/11/2022;1511830,83; R$ 410.064,14 ; R$ 377.931,24 ; R$ 1.889.762,07 
CLIENTE 247;São Paulo;7612;01;000114;07/10/2019;01/11/2022;1319589,05; R$ 541.932,61 ; R$ 496.418,03 ; R$ 1.816.007,08 
CLIENTE 248;São Paulo;7612;01;000122;30/04/2020;01/11/2022;1794880,59; R$ 314.820,20 ; R$ 298.739,84 ; R$ 2.093.620,43 
CLIENTE 249;São Paulo;7612;01;000134;18/10/2019;01/11/2022;1590291,56; R$ 346.333,04 ; R$ 316.239,20 ; R$ 1.906.530,76 
CLIENTE 250;São Paulo;7612;01;000141;16/12/2019;01/11/2022;1719701,05; R$ 390.753,84 ; R$ 360.474,51 ; R$ 2.080.175,56 
CLIENTE 251;São Paulo;7612;01;000142;19/02/2020;01/11/2022;1341354,42; R$ 789.667,86 ; R$ 758.411,13 ; R$ 2.099.765,55 
CLIENTE 252;São Paulo;7612;01;000143;16/09/2020;01/11/2022;601922,83; R$ 793.865,57 ; R$ 741.811,79 ; R$ 1.343.734,62 
CLIENTE 253;São Paulo;7612;01;000153;28/10/2019;01/11/2022;1161251,48; R$ 315.282,63 ; R$ 286.866,43 ; R$ 1.448.117,91 
CLIENTE 254;São Paulo;7612;01;000164;17/12/2019;01/11/2022;985726,94; R$ 888.792,64 ; R$ 793.907,10 ; R$ 1.779.634,04 
CLIENTE 255;São Paulo;7612;01;000171;19/11/2019;01/11/2022;1703505,89; R$ 434.384,36 ; R$ 400.299,81 ; R$ 2.103.805,70 
CLIENTE 256;São Paulo;7612;01;000174;30/09/2019;01/11/2022;1360656,68; R$ 576.055,88 ; R$ 519.675,51 ; R$ 1.880.332,19 
CLIENTE 257;São Paulo;7612;01;000194;25/09/2019;01/11/2022;1553719,09; R$ 413.258,16 ; R$ 372.671,78 ; R$ 1.926.390,87 
CLIENTE 258;São Paulo;7612;01;000203;14/10/2019;01/11/2022;1255278,99; R$ 273.445,88 ; R$ 249.541,01 ; R$ 1.504.820,00 
CLIENTE 259;São Paulo;7612;01;000211;25/09/2019;01/11/2022;1376148,73; R$ 786.754,51 ; R$ 715.879,53 ; R$ 2.092.028,26 
CLIENTE 260;São Paulo;7612;01;000223;14/10/2019;01/11/2022;1271677,77; R$ 278.782,25 ; R$ 254.466,92 ; R$ 1.526.144,69 
CLIENTE 261;São Paulo;7612;01;000232;29/02/2020;01/11/2022;1970801,16; R$ 311.314,89 ; R$ 290.510,51 ; R$ 2.261.311,67 
CLIENTE 262;São Paulo;9918;01;000113;19/09/2019;01/04/2022;2007894,54; R$ 457.608,73 ; R$ 428.204,57 ; R$ 2.436.099,11 
CLIENTE 263;São Paulo;7618;01;000092;31/07/2020;01/05/2023;627884,63; R$ 952.202,37 ; R$ 867.969,82 ; R$ 1.495.854,45 
CLIENTE 264;São Paulo;7618;01;000093;30/03/2020;01/05/2023;544803,25; R$ 257.345,79 ; R$ 235.475,61 ; R$ 780.278,86 
CLIENTE 265;São Paulo;7618;01;000094;15/08/2020;01/05/2023;779273,38; R$ 139.705,42 ; R$ 133.093,74 ; R$ 912.367,12 
CLIENTE 266;São Paulo;7618;01;000101;31/07/2020;01/05/2023;1325382,53; R$ 450.188,90 ; R$ 419.626,67 ; R$ 1.745.009,20 
CLIENTE 267;São Paulo;7618;01;000106;30/03/2020;01/05/2023;544827,26; R$ 256.918,49 ; R$ 147.521,52 ; R$ 692.348,78 
CLIENTE 268;São Paulo;7618;01;000107;19/05/2020;01/05/2023;1060214,91; R$ 252.136,29 ; R$ 238.953,39 ; R$ 1.299.168,30 
CLIENTE 269;São Paulo;7618;01;000123;10/03/2020;01/05/2023;65866,74; R$ 693.823,70 ; R$ 652.172,48 ; R$ 718.039,22 
CLIENTE 270;São Paulo;7618;01;000126;29/02/2020;01/05/2023;711210,64; R$ 130.344,93 ; R$ 118.065,02 ; R$ 829.275,66 
CLIENTE 271;São Paulo;7618;01;000147;29/02/2020;01/05/2023;1209970,47; R$ 256.297,44 ; R$ 237.604,45 ; R$ 1.447.574,92 
CLIENTE 272;São Paulo;7618;01;000151;27/02/2020;01/05/2023;1481318,82; R$ 344.455,59 ; R$ 317.624,13 ; R$ 1.798.942,95 
CLIENTE 273;São Paulo;7618;01;000154;17/06/2020;01/05/2023;650816,79; R$ 210.073,84 ; R$ 198.405,12 ; R$ 849.221,91 
CLIENTE 274;São Paulo;7618;01;000165;10/03/2020;01/05/2023;762416,85; R$ 104.535,59 ; R$ 97.357,00 ; R$ 859.773,85 
CLIENTE 275;São Paulo;7618;01;000167;29/02/2020;01/05/2023;1006795,07; R$ 386.729,09 ; R$ 350.441,82 ; R$ 1.357.236,89 
CLIENTE 276;São Paulo;7618;01;000168;09/03/2020;01/05/2023;736992,46; R$ 650.000,87 ; R$ 593.193,31 ; R$ 1.330.185,77 
CLIENTE 277;São Paulo;7618;01;000176;30/09/2020;01/05/2023;750646,74; R$ 104.018,11 ; R$ 98.451,36 ; R$ 849.098,10 
CLIENTE 278;São Paulo;7618;01;000186;31/08/2020;01/05/2023;467443,93; R$ 339.957,78 ; R$ 317.459,18 ; R$ 784.903,11 
CLIENTE 279;São Paulo;7618;01;000187;29/02/2020;01/05/2023;1236907,91; R$ 173.140,16 ; R$ 159.318,77 ; R$ 1.396.226,68 
CLIENTE 280;São Paulo;7618;01;000191;29/02/2020;01/05/2023;1452121,17; R$ 417.605,00 ; R$ 382.996,82 ; R$ 1.835.117,99 
CLIENTE 281;São Paulo;7618;01;000192;31/08/2020;01/05/2023;1307604,62; R$ 429.780,43 ; R$ 395.964,31 ; R$ 1.703.568,93 
CLIENTE 282;São Paulo;7618;01;000193;29/02/2020;01/05/2023;714322,65; R$ 163.452,38 ; R$ 150.370,81 ; R$ 864.693,46 
CLIENTE 283;São Paulo;7618;01;000197;27/04/2020;01/05/2023;1235346,46; R$ 195.979,71 ; R$ 183.935,63 ; R$ 1.419.282,09 
CLIENTE 284;São Paulo;7618;01;000198;29/02/2020;01/05/2023;436839,46; R$ 923.133,58 ; R$ 837.583,91 ; R$ 1.274.423,37 
CLIENTE 285;São Paulo;7618;01;000201;31/07/2020;01/05/2023;905805,7; R$ 825.239,78 ; R$ 766.038,63 ; R$ 1.671.844,33 
CLIENTE 286;São Paulo;7618;01;000202;16/09/2020;01/05/2023;1160844,9; R$ 622.814,58 ; R$ 600.168,45 ; R$ 1.761.013,35 
CLIENTE 287;São Paulo;7618;01;000211;12/03/2020;01/05/2023;1541956,61; R$ 264.980,17 ; R$ 245.190,65 ; R$ 1.787.147,26 
CLIENTE 288;São Paulo;7618;01;000224;30/09/2020;01/05/2023;346582,13; R$ 501.097,39 ; R$ 467.553,77 ; R$ 814.135,90 
CLIENTE 289;São Paulo;7618;01;000228;10/03/2020;01/05/2023;508016,04; R$ 893.447,30 ; R$ 819.414,84 ; R$ 1.327.430,88 
CLIENTE 290;São Paulo;7618;01;000232;31/07/2020;01/05/2023;1004313,15; R$ 797.857,32 ; R$ 729.077,28 ; R$ 1.733.390,43 
CLIENTE 291;São Paulo;7618;01;000247;26/03/2020;01/05/2023;430753,66; R$ 959.044,97 ; R$ 872.064,93 ; R$ 1.302.818,59 
CLIENTE 292;São Paulo;7618;01;000248;30/06/2020;01/05/2023;1375702,81; R$ 44.214,00 ; R$ 40.000,00 ; R$ 1.415.702,81 
CLIENTE 293;São Paulo;7618;01;000252;13/11/2020;01/05/2023;1680812,17; R$ 191.614,61 ; R$ 184.378,28 ; R$ 1.865.190,45 
CLIENTE 294;São Paulo;7618;01;000255;31/07/2020;01/05/2023;763072,49; R$ 216.962,18 ; R$ 205.713,34 ; R$ 968.785,83 
CLIENTE 295;São Paulo;7639;01;000044;23/11/2018;01/03/2022;183100,95; R$ 2.050.349,15 ; R$ 1.913.444,34 ; R$ 2.096.545,29 
CLIENTE 296;São Paulo;7639;01;000062;21/12/2018;01/03/2022;3101020,04; R$ 966.435,96 ; R$ 867.893,24 ; R$ 3.968.913,28 
CLIENTE 297;São Paulo;7639;01;000174;30/11/2018;01/03/2022;1478069,58; R$ 1.006.935,61 ; R$ 964.450,78 ; R$ 2.442.520,36 
CLIENTE 298;São Paulo;7639;01;000212;22/11/2018;01/03/2022;3187807,86; R$ 882.818,84 ; R$ 796.020,52 ; R$ 3.983.828,38 
CLIENTE 299;São Paulo;7869;01;000073;31/10/2019;01/01/2022;1174961,83; R$ 901.263,65 ; R$ 800.525,48 ; R$ 1.975.487,31 
CLIENTE 300;São Paulo;7734;01;000231;31/03/2021;01/07/2024;2311199,88; R$ 87.821,03 ; R$ 86.268,58 ; R$ 2.397.468,46 
CLIENTE 301;São Paulo;7734;01;000261;31/03/2021;01/07/2024;1239675,97; R$ 1.135.119,39 ; R$ 1.132.632,15 ; R$ 2.372.308,12 
CLIENTE 302;São Paulo;7761;01;000064;15/04/2019;01/06/2022;484139,06; R$ 196.338,44 ; R$ 187.533,13 ; R$ 671.672,19 
CLIENTE 303;São Paulo;7820;01;000254;26/05/2020;01/01/2023;1169732,16; R$ 204.740,21 ; R$ 186.033,56 ; R$ 1.355.765,72 
CLIENTE 304;São Paulo;7848;01;000101;13/11/2020;01/11/2020;6200308,56; R$ 11.123.756,91 ; R$ 10.997.545,91 ; R$ 17.197.854,47 
CLIENTE 305;São Paulo;7912;01;000103;31/08/2020;01/07/2022;771354,66; R$ 733.429,92 ; R$ 670.455,88 ; R$ 1.441.810,54 
CLIENTE 306;São Paulo;9778;01;000032;31/08/2020;01/10/2023;5922599,43; R$ 577.414,55 ; R$ 545.218,58 ; R$ 6.467.818,01 
CLIENTE 307;São Paulo;9778;01;000121;04/09/2020;01/10/2023;6080750,88; R$ 941.120,50 ; R$ 890.019,05 ; R$ 6.970.769,93 
CLIENTE 308;São Paulo;9778;01;000022;23/09/2020;01/10/2023;390261,21; R$ 687.886,07 ; R$ 654.402,49 ; R$ 1.044.663,70 
CLIENTE 309;São Paulo;9778;01;000041;30/09/2020;01/10/2023;5872462,4; R$ 662.602,20 ; R$ 629.197,90 ; R$ 6.501.660,30 
CLIENTE 310;São Paulo;9859;01;000122;26/11/2020;01/04/2024;1662068,02; R$ 177.868,27 ; R$ 172.557,47 ; R$ 1.834.625,49 
CLIENTE 311;São Paulo;9859;01;000091;30/11/2020;01/04/2024;727399,83; R$ 919.267,73 ; R$ 866.706,29 ; R$ 1.594.106,12 
CLIENTE 312;São Paulo;9859;01;000115;30/11/2020;01/04/2024;1550476,67; R$ 102.010,35 ; R$ 98.673,64 ; R$ 1.649.150,31 
CLIENTE 313;São Paulo;9859;01;000152;30/11/2020;01/04/2024;1768443,49; R$ 141.640,79 ; R$ 136.956,55 ; R$ 1.905.400,04 
CLIENTE 314;São Paulo;9859;01;000244;30/11/2020;01/04/2024;996779,17; R$ 113.112,72 ; R$ 108.424,79 ; R$ 1.105.203,96 
CLIENTE 315;São Paulo;9859;01;000112;18/12/2020;01/04/2024;1599383,53; R$ 155.249,54 ; R$ 150.381,79 ; R$ 1.749.765,32 
CLIENTE 316;São Paulo;9859;01;000053;21/12/2020;01/04/2024;918855,14; R$ 295.672,58 ; R$ 282.434,54 ; R$ 1.201.289,68 
CLIENTE 317;São Paulo;9859;01;000153;22/12/2020;01/04/2024;1233874,15; R$ 45.730,37 ; R$ 44.118,37 ; R$ 1.277.992,52 
CLIENTE 318;São Paulo;9859;01;000203;31/12/2020;01/04/2024;1297792,1; R$ 43.283,95 ; R$ 41.486,10 ; R$ 1.339.278,20 
CLIENTE 319;São Paulo;9859;01;000063;31/12/2020;01/04/2024;512085,48; R$ 594.912,50 ; R$ 568.042,50 ; R$ 1.080.127,98 
CLIENTE 320;São Paulo;9859;01;000071;31/12/2020;01/04/2024;1718156,68; R$ 116.758,41 ; R$ 113.900,62 ; R$ 1.832.057,30 
CLIENTE 321;São Paulo;9859;01;000033;31/01/2021;01/04/2024;1108433; R$ 111.717,55 ; R$ 110.109,07 ; R$ 1.218.542,07 
CLIENTE 322;São Paulo;9859;01;000154;31/01/2021;01/04/2024;687948,92; R$ 338.182,82 ; R$ 326.955,16 ; R$ 1.014.904,08 
CLIENTE 323;São Paulo;2686;01;000066;27/07/2020;01/08/2023;264998,71; R$ 23.128,75 ; R$ 21.992,47 ; R$ 286.991,18 
CLIENTE 324;São Paulo;2686;01;000135;28/07/2020;01/08/2023;284726,7; R$ 21.741,28 ; R$ 20.538,28 ; R$ 305.264,98 
CLIENTE 325;São Paulo;2686;01;000136;11/08/2020;01/08/2023;270944,03; R$ 19.754,90 ; R$ 18.922,46 ; R$ 289.866,49 
CLIENTE 326;São Paulo;2686;01;000186;31/10/2020;01/08/2023;275229,83; R$ 26.651,36 ; R$ 25.775,15 ; R$ 301.004,98 
CLIENTE 327;São Paulo;3022;01;000011;30/09/2018;01/03/2022;572050,58; R$ 206.127,32 ; R$ 181.859,58 ; R$ 753.910,16 
CLIENTE 328;São Paulo;3022;01;000021;30/09/2018;01/03/2022;178211,4; R$ 343.872,96 ; R$ 296.516,29 ; R$ 474.727,69 
CLIENTE 329;São Paulo;3022;01;000024;30/11/2020;01/03/2022;341347,22; R$ 138.703,75 ; R$ 130.169,19 ; R$ 471.516,41 
CLIENTE 330;São Paulo;3022;01;000035;25/10/2018;01/03/2022;32565,47; R$ 456.458,18 ; R$ 441.357,27 ; R$ 473.922,74 
CLIENTE 331;São Paulo;3022;01;000043;19/08/2020;01/03/2022;400805,99; R$ 91.290,35 ; R$ 85.076,47 ; R$ 485.882,46 
CLIENTE 332;São Paulo;3022;01;000052;28/08/2020;01/03/2022;526282,71; R$ 83.996,23 ; R$ 78.948,12 ; R$ 605.230,83 
CLIENTE 333;São Paulo;3022;01;000053;31/10/2019;01/03/2022;246657,37; R$ 227.816,81 ; R$ 208.553,45 ; R$ 455.210,82 
CLIENTE 334;São Paulo;3022;01;000103;22/05/2019;01/03/2022;429602,33; R$ 136.732,58 ; R$ 123.262,10 ; R$ 552.864,43 
CLIENTE 335;São Paulo;3022;01;000132;30/09/2018;01/03/2022;530238,46; R$ 160.382,85 ; R$ 144.127,17 ; R$ 674.365,63 
CLIENTE 336;São Paulo;9894;01;001803;30/11/2017;01/12/2020;225020,35; R$ 177.285,44 ; R$ 147.747,47 ; R$ 372.767,82 
CLIENTE 337;São Paulo;3022;01;000194;14/05/2019;01/03/2022;327324,13; R$ 186.075,18 ; R$ 165.645,49 ; R$ 492.969,62 
CLIENTE 338;São Paulo;3059;01;000001;30/04/2018;01/06/2021;756723,28; R$ 150.012,78 ; R$ 133.099,24 ; R$ 889.822,52 
CLIENTE 339;São Paulo;3059;01;000004;31/12/2019;01/06/2021;486564,31; R$ 107.078,24 ; R$ 99.679,36 ; R$ 586.243,67 
CLIENTE 340;São Paulo;3059;01;000008;25/06/2018;01/06/2021;760085,96; R$ 182.631,68 ; R$ 163.290,64 ; R$ 923.376,60 
CLIENTE 341;São Paulo;3059;01;000011;30/04/2018;01/06/2021;652550,7; R$ 163.733,26 ; R$ 143.931,10 ; R$ 796.481,80 
CLIENTE 342;São Paulo;3059;01;000017;30/11/2020;01/06/2021;531507,27; R$ 306.664,14 ; R$ 292.991,20 ; R$ 824.498,47 
CLIENTE 343;São Paulo;3059;01;000025;19/09/2018;01/06/2021;481543,26; R$ 123.181,08 ; R$ 110.494,91 ; R$ 592.038,17 
CLIENTE 344;São Paulo;3059;01;000028;31/05/2018;01/06/2021;717233,36; R$ 163.157,72 ; R$ 145.400,77 ; R$ 862.634,13 
CLIENTE 345;São Paulo;3059;01;000038;31/05/2018;01/06/2021;697163,88; R$ 180.770,59 ; R$ 161.090,12 ; R$ 858.254,00 
CLIENTE 346;São Paulo;3059;01;000047;26/11/2020;01/06/2021;140688,95; R$ 710.628,73 ; R$ 667.621,82 ; R$ 808.310,77 
CLIENTE 347;São Paulo;3059;01;000054;30/04/2018;01/06/2021;456418,88; R$ 164.129,91 ; R$ 145.858,09 ; R$ 602.276,97 
CLIENTE 348;São Paulo;3059;01;000055;21/05/2018;01/06/2021;496587,18; R$ 134.819,13 ; R$ 119.721,52 ; R$ 616.308,70 
CLIENTE 349;São Paulo;3059;01;000066;30/04/2018;01/06/2021;512020,09; R$ 123.475,09 ; R$ 110.266,83 ; R$ 622.286,92 
CLIENTE 350;São Paulo;3059;01;000074;30/04/2018;01/06/2021;491051,91; R$ 146.021,26 ; R$ 127.749,63 ; R$ 618.801,54 
CLIENTE 351;São Paulo;3059;01;000075;30/04/2018;01/06/2021;468483,39; R$ 152.197,09 ; R$ 132.992,76 ; R$ 601.476,15 
CLIENTE 352;São Paulo;3059;01;000083;25/04/2018;01/06/2021;437972,31; R$ 171.533,36 ; R$ 153.114,89 ; R$ 591.087,20 
CLIENTE 353;São Paulo;3059;01;000084;30/06/2018;01/06/2021;139788,75; R$ 454.762,80 ; R$ 390.900,26 ; R$ 530.689,01 
CLIENTE 354;São Paulo;7840;01;000609;22/06/2018;01/06/2021;238617,93; R$ 351.755,26 ; R$ 317.302,93 ; R$ 555.920,86 
